,community,density
0,0,0.046582071223905036
1,1,0.0654508174607457
2,2,0.09391427894861473
3,3,0.1189296231313038
4,4,0.057787845751104905
5,5,0.11984805318138651
6,6,0.03573573172847249
7,7,0.13213582677165353
8,8,0.17677843106096722
9,9,0.22025565388397247
10,10,0.5654490106544902
11,11,0.5915397268111278
12,12,0.8666666666666667
13,13,0.11747516072472239
