,source,target,weight
0,0,1,9
1,0,8,9
2,0,3,23
3,0,4,10
4,0,7,1
5,1,8,319
6,1,5,455
7,1,12,27
8,1,3,3
9,1,7,12
10,1,6,6
11,1,13,4
12,8,5,508
13,8,7,250
14,8,4,109
15,8,6,4
16,8,3,58
17,8,9,1
18,3,10,248
19,3,11,905
20,3,7,4
21,3,5,1
22,3,4,2
23,4,2,1
24,4,9,293
25,4,7,40
26,5,7,43
27,5,6,1
28,7,6,28
29,6,2,6
30,10,11,1
