,source,target,weight
0,0,1,11
1,0,3,13
2,0,4,23
3,0,5,11
4,0,8,2
5,1,3,317
6,1,6,455
7,1,13,27
8,1,14,4
9,1,4,3
10,1,8,12
11,1,10,6
12,3,6,508
13,3,8,249
14,3,5,108
15,3,10,4
16,3,4,58
17,3,9,1
18,4,11,248
19,4,12,891
20,4,7,40
21,4,8,4
22,4,6,1
23,4,5,2
24,5,15,1
25,5,9,292
26,5,2,25
27,5,8,40
28,6,8,43
29,6,10,1
30,8,10,28
31,10,15,6
32,11,12,1
33,12,7,14
34,9,2,1
