,community,density
0,0,0.04588913211434458
1,1,0.06571258199165175
2,2,0.7953216374269005
3,3,0.17913766434648104
4,4,0.12797328941324101
5,5,0.06084217158458469
6,6,0.11984805318138651
7,7,0.7543859649122807
8,8,0.13213582677165353
9,9,0.22025565388397247
10,10,0.03573573172847249
11,11,0.5654490106544902
12,12,0.5915397268111278
13,13,0.8666666666666667
14,14,0.11581920903954802
15,15,0.09391427894861473
