,source,target,weight
0,0,1,9
1,0,2,10
2,0,3,23
3,0,4,10
4,1,2,324
5,1,5,456
6,1,11,27
7,1,12,4
8,1,3,3
9,1,6,12
10,1,14,6
11,2,5,503
12,2,6,225
13,2,4,124
14,2,14,8
15,2,3,60
16,2,15,1
17,3,9,248
18,3,10,891
19,3,7,40
20,3,6,2
21,3,5,1
22,3,4,2
23,4,13,1
24,4,15,292
25,4,8,25
26,4,6,25
27,5,6,43
28,5,14,1
29,6,14,24
30,14,13,6
31,9,10,1
32,10,7,14
33,15,8,1
