,node,x_pos,y_pos
0,0,0.09079277950495457,0.9523124228857446
1,1,0.14351768829368838,-0.3396504131420156
2,2,0.2646061570425051,-0.5605790061877479
3,3,-0.4573029647957055,0.27725394971709705
4,4,-0.5351647177548196,0.42686258816977585
5,5,0.749208549041283,-0.09394465689136378
6,6,0.8049221126430373,-0.6478408902251993
7,7,-0.7918977125896275,-0.6409362391605045
8,8,0.4959401693869415,-0.8289419068275518
9,9,0.3556679173299595,0.8361947768970399
10,10,-0.3830310478900324,0.8235696658124968
11,11,-0.6483527967187998,0.7458449185697781
12,12,0.8992421243048666,-0.2915938111543193
13,13,-0.5526910281216147,-0.9943721461091021
14,14,-1.0,-0.2872478125662925
15,15,0.5645427703233635,0.6230685602121638
