,source,target,weight
0,0,1,64
1,0,2,158
2,0,3,213
3,0,4,20
4,0,5,8
5,1,2,2033
6,1,3,291
7,1,4,19
8,1,5,10
9,2,3,878
10,2,4,33
11,2,5,85
12,3,5,8
13,3,4,9
