,source,target,weight
0,0,3,150
1,0,1,367
2,0,2,781
3,0,4,374
4,0,5,166
5,3,5,144
6,3,4,283
7,3,2,139
8,3,1,96
9,2,4,208
10,2,5,111
11,2,1,123
12,5,4,228
13,5,1,57
14,4,1,213
