,source,target,weight
0,0,0,0.0
1,0,1,2564.0
2,0,2,1970.0
3,0,3,742.0
4,1,0,2564.0
5,1,1,0.0
6,1,2,2007.0
7,1,3,506.0
8,2,0,1970.0
9,2,1,2007.0
10,2,2,0.0
11,2,3,744.0
12,3,0,742.0
13,3,1,506.0
14,3,2,744.0
15,3,3,0.0
