,node,x_pos,y_pos
0,0,-0.40563606869189345,-0.8763316119222636
1,1,-0.5863460715765213,0.5707530146058525
2,2,-0.2649896483128229,-0.5896319175135973
3,3,0.21964030511287327,-0.3051879415435746
4,4,-0.798257304611906,0.24258641758710503
5,5,-0.8391558729626312,-0.07830737613615937
6,6,0.6505369826719574,0.29944464717799485
7,7,-0.2911912568979662,0.22186804718085038
8,8,0.2982746995507061,0.8704659232416025
9,9,-0.022235500924371918,0.7521992197403963
10,10,0.7025521741942239,-0.6659380309443751
11,11,1.0,-0.18061042081908077
12,12,0.3828957791227928,-0.9033221335839307
13,13,-0.7347067076968039,0.007634502513007532
14,14,0.6886184910223639,0.6343776604161729
