,source,target,weight
0,0,0,0.0
1,0,1,64.0
2,0,2,158.0
3,0,3,213.0
4,0,4,20.0
5,0,5,8.0
6,1,0,64.0
7,1,1,0.0
8,1,2,2033.0
9,1,3,291.0
10,1,4,19.0
11,1,5,10.0
12,2,0,158.0
13,2,1,2033.0
14,2,2,0.0
15,2,3,878.0
16,2,4,33.0
17,2,5,85.0
18,3,0,213.0
19,3,1,291.0
20,3,2,878.0
21,3,3,0.0
22,3,4,9.0
23,3,5,8.0
24,4,0,20.0
25,4,1,19.0
26,4,2,33.0
27,4,3,9.0
28,4,4,0.0
29,4,5,0.0
30,5,0,8.0
31,5,1,10.0
32,5,2,85.0
33,5,3,8.0
34,5,4,0.0
35,5,5,0.0
