,source,target,weight
0,7,4,159
1,7,2,161
2,7,3,79
3,7,1,55
4,7,0,15
5,7,5,58
6,7,6,20
7,2,5,20
8,2,3,14
9,2,4,7
10,2,1,12
11,4,3,375
12,4,5,27
13,4,0,13
14,4,1,3
15,4,6,3
16,1,5,23
17,3,5,9
18,3,6,1
