,source,target,weight
0,0,0,0.0
1,0,1,280.0
2,0,2,140.0
3,0,3,186.0
4,0,4,110.0
5,0,5,519.0
6,1,0,280.0
7,1,1,0.0
8,1,2,269.0
9,1,3,169.0
10,1,4,203.0
11,1,5,279.0
12,2,0,140.0
13,2,1,269.0
14,2,2,0.0
15,2,3,146.0
16,2,4,143.0
17,2,5,134.0
18,3,0,186.0
19,3,1,169.0
20,3,2,146.0
21,3,3,0.0
22,3,4,109.0
23,3,5,730.0
24,4,0,110.0
25,4,1,203.0
26,4,2,143.0
27,4,3,109.0
28,4,4,0.0
29,4,5,132.0
30,5,0,519.0
31,5,1,279.0
32,5,2,134.0
33,5,3,730.0
34,5,4,132.0
35,5,5,0.0
