,source,target,weight
0,5,1,83
1,5,3,174
2,5,4,42
3,5,6,56
4,5,7,23
5,5,0,159
6,5,2,21
7,4,6,6
8,4,0,6
9,4,7,5
10,4,3,3
11,3,1,371
12,3,6,27
13,3,0,7
14,3,2,2
15,6,0,20
16,6,7,19
17,6,1,9
18,7,0,7
19,0,1,14
20,1,2,1
