,source,target,weight
0,4,2,143
1,4,1,203
2,4,3,109
3,4,5,132
4,4,0,110
5,1,2,269
6,1,0,280
7,1,3,169
8,1,5,279
9,2,0,140
10,2,5,134
11,2,3,146
12,0,5,519
13,0,3,186
14,5,3,730
