,community,density
0,0,0.13557320738514383
1,1,0.38492063492063494
2,2,0.7485380116959064
3,3,0.23897353648757017
4,4,0.22415795586527293
5,5,0.05858064516129032
6,6,0.3506787330316742
7,7,0.5541125541125541
