,community,density
0,0,0.04869760220803864
1,1,0.06984047230247456
2,2,0.0723567811603929
3,3,0.12797328941324101
4,4,0.06084217158458469
5,5,0.21560244012893257
6,6,0.19696969696969696
7,7,0.7543859649122807
8,8,0.5654490106544902
9,9,0.5915397268111278
10,10,0.11256830601092896
11,11,0.09391427894861473
12,12,0.03573573172847249
13,13,0.22025565388397247
14,14,0.7953216374269005
