,source,target,weight
0,0,1,159
1,0,5,303
2,0,2,779
3,0,3,166
4,0,4,431
5,1,3,154
6,1,4,346
7,1,2,160
8,1,5,54
9,2,4,221
10,2,3,108
11,2,5,87
12,3,4,248
13,3,5,30
14,4,5,124
