,source,target,weight
0,0,0,0.0
1,0,1,159.0
2,0,2,779.0
3,0,3,166.0
4,0,4,431.0
5,0,5,303.0
6,1,0,159.0
7,1,1,0.0
8,1,2,160.0
9,1,3,154.0
10,1,4,346.0
11,1,5,54.0
12,2,0,779.0
13,2,1,160.0
14,2,2,0.0
15,2,3,108.0
16,2,4,221.0
17,2,5,87.0
18,3,0,166.0
19,3,1,154.0
20,3,2,108.0
21,3,3,0.0
22,3,4,248.0
23,3,5,30.0
24,4,0,431.0
25,4,1,346.0
26,4,2,221.0
27,4,3,248.0
28,4,4,0.0
29,4,5,124.0
30,5,0,303.0
31,5,1,54.0
32,5,2,87.0
33,5,3,30.0
34,5,4,124.0
35,5,5,0.0
