,source,target,weight
0,3,5,156
1,3,2,156
2,3,1,71
3,3,7,42
4,3,0,22
5,3,4,55
6,3,6,20
7,7,2,6
8,7,4,6
9,7,0,5
10,7,5,3
11,2,4,20
12,2,1,14
13,2,5,13
14,2,0,7
15,5,1,383
16,5,4,28
17,5,0,1
18,5,6,3
19,0,4,19
20,1,4,9
21,1,6,1
