,community,density
0,0,0.5541125541125541
1,1,0.38492063492063494
2,2,0.14240145819093186
3,3,0.06986483913953931
4,4,0.3506787330316742
5,5,0.15945006321112515
6,6,0.7485380116959064
7,7,0.22415795586527293
