,node,x_pos,y_pos
0,0,0.9168507285914999,-0.223590514531529
1,1,0.7895660431029744,-0.36288687930598035
2,2,0.6951951697510154,0.448377898411602
3,3,0.12171943728164558,0.5433194455934685
4,4,-0.0628705733230802,-0.4623144237868973
5,5,0.4016227028620407,0.3372019374402688
6,6,-0.9252103526260385,0.5062705806906046
7,7,-0.11328459853098,0.9043633459098359
8,8,0.8908565286182589,0.026324187775798733
9,9,-0.896622010621342,0.09876783780625953
10,10,-0.5869488292505719,-0.37829543198712895
11,11,0.16698540648634777,0.1568925239673988
12,12,-0.14642072387319477,-1.0
13,13,0.301349551523882,-0.9858592896862537
14,14,-0.9743701586182921,-0.29043637675702977
15,15,-0.5784183213741653,0.6818651584595826
