,community,density
0,0,0.046582071223905036
1,1,0.06404187956490393
2,2,0.1677352988175136
3,3,0.1189296231313038
4,4,0.06084217158458469
5,5,0.1263100059013858
6,6,0.14950021729682747
7,7,0.7953216374269005
8,8,0.03573573172847249
9,9,0.5654490106544902
10,10,0.5915397268111278
11,11,0.8666666666666667
12,12,0.11581920903954802
13,13,0.09391427894861473
14,14,0.22025565388397247
