,source,target,weight
0,0,1,9
1,0,2,9
2,0,3,23
3,0,4,10
4,0,7,1
5,1,2,323
6,1,7,14
7,1,5,456
8,1,12,27
9,1,13,5
10,1,3,3
11,1,9,6
12,2,5,503
13,2,7,251
14,2,4,109
15,2,9,4
16,2,3,58
17,2,8,1
18,3,10,248
19,3,11,891
20,3,15,40
21,3,7,4
22,3,5,1
23,3,4,2
24,4,14,1
25,4,8,292
26,4,6,25
27,4,7,40
28,5,7,43
29,5,9,1
30,7,9,28
31,9,14,6
32,10,11,1
33,11,15,14
34,8,6,1
