,node,x_pos,y_pos
0,0,-0.23400059234230847,0.9367792166377655
1,1,0.0401479480962672,-0.8720414974157576
2,2,0.13567580393509326,0.01647285977582468
3,3,-0.03738966316918018,0.1923889906981909
4,4,0.8700130293742051,0.14632569235399495
5,5,0.28350623325368296,-0.6250445922155209
6,6,-1.0,-0.30028921692249294
7,7,0.8287547909642135,-0.3395223358874404
8,8,0.7687910091812993,0.629728343909475
9,9,-0.3955418919252629,-0.7162072061201913
10,10,0.6209741163820086,-0.7127947319902966
11,11,0.14701096771218888,0.5660936553559551
12,12,-0.9653053268755987,0.15067454694189233
13,13,-0.644927365311825,0.734220199770125
14,14,-0.7496524752903356,-0.6630387909782626
15,15,0.3319434160155524,0.8562548660867391
