,source,target,weight
0,0,0,0.0
1,0,1,117.0
2,0,2,729.0
3,0,3,133.0
4,0,4,432.0
5,0,5,371.0
6,1,0,117.0
7,1,1,0.0
8,1,2,140.0
9,1,3,137.0
10,1,4,71.0
11,1,5,335.0
12,2,0,729.0
13,2,1,140.0
14,2,2,0.0
15,2,3,107.0
16,2,4,137.0
17,2,5,228.0
18,3,0,133.0
19,3,1,137.0
20,3,2,107.0
21,3,3,0.0
22,3,4,73.0
23,3,5,247.0
24,4,0,432.0
25,4,1,71.0
26,4,2,137.0
27,4,3,73.0
28,4,4,0.0
29,4,5,220.0
30,5,0,371.0
31,5,1,335.0
32,5,2,228.0
33,5,3,247.0
34,5,4,220.0
35,5,5,0.0
