,node,x_pos,y_pos
0,0,0.5487815457472013,-0.9666317101946655
1,1,-0.4009045090312983,0.4239789511883317
2,2,-0.4467551336312441,-0.15889419000776947
3,3,1.0,-0.16302705264366288
4,4,0.19617082852122766,0.6581814107814453
5,5,-0.7815352868472287,0.46818389091961704
6,6,-0.963919547111515,0.2307869797038228
7,7,0.5933000037965194,0.6819257622760286
8,8,0.9182172752965827,-0.3950307016321548
9,9,-0.992248129972398,-0.14175288646669057
10,10,0.8834106395500495,0.39454802555412594
11,11,0.5317760161613225,-0.5537225171858364
12,12,-0.27358708753377214,-0.7302169590295541
13,13,-0.47827769125434805,0.8905269269000347
14,14,-0.8458905399439833,-0.592336425287516
15,15,0.511461616252885,-0.046519504875556526
