,community,density
0,0,0.046582071223905036
1,1,0.06508211444701052
2,2,0.17677843106096722
3,3,0.12797328941324101
4,4,0.06084217158458469
5,5,0.12231308411214953
6,6,0.13020833333333334
7,7,0.7543859649122807
8,8,0.7953216374269005
9,9,0.03573573172847249
10,10,0.5654490106544902
11,11,0.5915397268111278
12,12,0.8666666666666667
13,13,0.11581920903954802
14,14,0.09391427894861473
15,15,0.22025565388397247
