,source,target,weight
0,0,1,117
1,0,4,432
2,0,2,729
3,0,5,371
4,0,3,133
5,1,3,137
6,1,5,335
7,1,2,140
8,1,4,71
9,2,5,228
10,2,3,107
11,2,4,137
12,3,5,247
13,3,4,73
14,5,4,220
