,source,target,weight
0,7,5,156
1,7,2,157
2,7,1,71
3,7,4,42
4,7,0,22
5,7,6,55
6,7,3,20
7,4,2,6
8,4,6,6
9,4,0,5
10,4,5,3
11,2,6,20
12,2,1,14
13,2,5,13
14,2,0,7
15,5,1,383
16,5,6,28
17,5,0,1
18,5,3,3
19,0,6,19
20,1,6,9
21,1,3,1
