,node,x_pos,y_pos
0,0,0.9098354698977166,-0.571106745336611
1,1,-0.31486425392284983,-0.8793497386248859
2,2,-0.6523958532276093,0.8446326057179673
3,3,-0.5487489564767378,-0.7800480932283569
4,4,-0.08980812585112295,0.1713326803997144
5,5,0.022640359164413974,0.8464095843600904
6,6,-0.824579436432314,-0.5254655812654997
7,7,0.6229475967395045,0.27581602808947275
8,8,0.28875651547585485,0.9333354877341126
9,9,-0.36007292516888334,-0.11288197307240207
10,10,0.6482072351827978,0.09012341209515332
11,11,-0.9872124532805142,0.20528011020710704
12,12,0.13048544961747258,-0.22470918872406853
13,13,0.45910589381384065,-1.0
14,14,0.6957034844684306,0.7266314116482062
