,community,density
0,0,0.04566188121188841
1,1,0.06588605193256356
2,2,0.7543859649122807
3,3,0.03573573172847249
4,4,0.12797328941324101
5,5,0.057787845751104905
6,6,0.12091610099417341
7,7,0.13188976377952755
8,8,0.09391427894861473
9,9,0.17913766434648104
10,10,0.22025565388397247
11,11,0.5654490106544902
12,12,0.5915397268111278
13,13,0.8666666666666667
14,14,0.11256830601092896
