,source,target,weight
0,0,1,11
1,0,9,15
2,0,4,23
3,0,5,12
4,0,7,3
5,0,3,1
6,1,9,321
7,1,7,14
8,1,6,456
9,1,13,27
10,1,14,5
11,1,4,3
12,1,3,6
13,9,6,503
14,9,7,248
15,9,5,108
16,9,3,4
17,9,4,58
18,9,10,1
19,4,11,248
20,4,12,891
21,4,2,40
22,4,7,4
23,4,6,1
24,4,5,2
25,5,8,1
26,5,10,293
27,5,7,39
28,6,7,43
29,6,3,1
30,7,3,27
31,3,8,6
32,11,12,1
33,12,2,14
